tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad
Salida,Extranjero,2020,Enero,8,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Sao Paulo,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Estudiantes,26
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Transfronterizo Coronel Carlos Concha Torres,Esmeraldas,Esmeraldas,Inmigrantes 10-VI,Amas de casa,67
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,35
Entrada,Extranjero,2020,Enero,8,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,63
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Estudiantes,23
Entrada,Extranjero,2020,Enero,8,Mujer,México,América Central,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,45
Entrada,Extranjero,2020,Enero,8,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,65
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,45
Entrada,Extranjero,2020,Enero,8,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Residencia,Países Bajos,Europa Occidental,Europa,Amsterdam,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,"Traductores, interpretes y linguistas",58
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Peluqueros,43
Entrada,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,39
Entrada,Extranjero,2020,Enero,8,Mujer,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Barcelona,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,53
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,66
Salida,Extranjero,2020,Enero,8,Hombre,China,Asia Oriental,Asia,Vía Aérea,Residencia,China,Asia Oriental,Asia,Baiyin,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Ingenieros no clasificados bajo otros epigrafes,35
Entrada,Extranjero,2020,Enero,8,Mujer,Venezuela,América del Sur,América,Vía Aérea,Residencia,Venezuela,América del Sur,América,Caracas,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,36
Salida,Extranjero,2020,Enero,8,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Houston Texas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,7
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Dentistas,58
Salida,Extranjero,2020,Enero,8,Hombre,Chile,América del Sur,América,Vía Aérea,Otros,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,62
Salida,Extranjero,2020,Enero,8,Hombre,China,Asia Oriental,Asia,Vía Aérea,Turismo,Costa Rica,América Central,América,San Jose,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesores de formacion profesional,37
Salida,Extranjero,2020,Enero,8,Mujer,China,Asia Oriental,Asia,Vía Aérea,Turismo,China,Asia Oriental,Asia,Xiamen,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,36
Salida,Extranjero,2020,Enero,8,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Eventos,Estados Unidos de América,América del Septentrional,América,Fort Lauderdale Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Jubilados y pensionistas,70
Entrada,Extranjero,2020,Enero,8,Hombre,Federación de Rusia,Europa Oriental,Europa,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,48
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,70
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Ingenieros civiles,46
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,61
Salida,Extranjero,2020,Enero,8,Hombre,España,Europa Meridional,Europa,Vía Aérea,Negocios,Perú,América del Sur,América,Lima,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Directores generales y gerentes generales,58
Entrada,Extranjero,2020,Enero,8,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,43
Salida,Extranjero,2020,Enero,8,Hombre,Uruguay,América del Sur,América,Vía Aérea,Otros,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,36
Entrada,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,54
Entrada,Extranjero,2020,Enero,8,Mujer,Francia,Europa Occidental,Europa,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,72
Entrada,Extranjero,2020,Enero,8,Mujer,Panamá,América Central,América,Vía Aérea,Residencia,Países Bajos,Europa Occidental,Europa,Amsterdam,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,7
Salida,Extranjero,2020,Enero,8,Hombre,Argentina,América del Sur,América,Vía terrestre,Otros,Perú,América del Sur,América,Tumbes,Ecuador,América del Sur,América,Centro Binacional de Atención Fronteriza Huaquillas,El Oro,Huaquillas,Inmigrantes 10-VI,Oficiales y operarios de la construccion (obra gruesa) y afines  no clasificados bajo otros epigrafes,67
Entrada,Extranjero,2020,Enero,8,Hombre,Uruguay,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,36
Entrada,Extranjero,2020,Enero,8,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,32
Salida,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Colombia,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Sin especificar,28
Entrada,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,"Limpiadores y asistentes de oficinas, hoteles y otros establecimientos",40
Salida,Extranjero,2020,Enero,8,Hombre,China,Asia Oriental,Asia,Vía Aérea,Otros,China,Asia Oriental,Asia,Shanghai,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,29
Entrada,Extranjero,2020,Enero,8,Mujer,Paraguay,América del Sur,América,Vía Aérea,Residencia,Paraguay,América del Sur,América,Asunción,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,46
Entrada,Extranjero,2020,Enero,8,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Las Vegas Nevada,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,55
Salida,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Otros,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,60
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Sin especificar,27
Salida,Extranjero,2020,Enero,8,Hombre,China,Asia Oriental,Asia,Vía Aérea,Eventos,China,Asia Oriental,Asia,Xiamen,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,34
Entrada,Extranjero,2020,Enero,8,Mujer,El Salvador,América Central,América,Vía Aérea,Residencia,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,39
Entrada,Extranjero,2020,Enero,8,Hombre,Rumania,Europa Oriental,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Medicos generales,51
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Transfronterizo Coronel Carlos Concha Torres,Esmeraldas,Esmeraldas,Inmigrantes 10-VI,Comerciantes de tiendas,70
Entrada,Extranjero,2020,Enero,8,Mujer,Alemania,Europa Occidental,Europa,Vía Aérea,Residencia,Países Bajos,Europa Occidental,Europa,Amsterdam,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,67
Salida,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Amas de casa,29
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Ingenieros no clasificados bajo otros epigrafes,47
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía terrestre,Turismo,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,42
Entrada,Extranjero,2020,Enero,8,Mujer,China,Asia Oriental,Asia,Vía Aérea,Residencia,Países Bajos,Europa Occidental,Europa,Amsterdam,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Sin especificar,38
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía terrestre,Residencia,Colombia,América del Sur,América,Pasto,Ecuador,América del Sur,América,Centro Nacional de Atención Fronteriza Rumichaca,Carchi,Tulcán,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,25
Entrada,Extranjero,2020,Enero,8,Mujer,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,A Coruña,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Menores de edad,16
Entrada,Extranjero,2020,Enero,8,Mujer,España,Europa Meridional,Europa,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Amas de casa,56
Salida,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Otros,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,72
Salida,Extranjero,2020,Enero,8,Mujer,China,Asia Oriental,Asia,Vía Aérea,Residencia,China,Asia Oriental,Asia,Shanghai,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,49
Entrada,Extranjero,2020,Enero,8,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Abogados,31
Salida,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,50
Entrada,Extranjero,2020,Enero,8,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,48
Salida,Extranjero,2020,Enero,8,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Chefs,31
Entrada,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Estudiantes,27
Salida,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Turismo,Cuba,"América, El Caribe",América,Holguin,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Profesionales de la ensenanza no clasificados bajo otros epigrafes,35
Salida,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Analistas financieros,46
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,44
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Amas de casa,54
Salida,Extranjero,2020,Enero,8,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,Holguin,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,13
Entrada,Extranjero,2020,Enero,8,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Arquitectos,44
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,64
Entrada,Extranjero,2020,Enero,8,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Houston Texas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,71
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Colombia,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Estudiantes,23
Salida,Extranjero,2020,Enero,8,Hombre,China,Asia Oriental,Asia,Vía Aérea,Eventos,China,Asia Oriental,Asia,Xiamen,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,50
Salida,Extranjero,2020,Enero,8,Hombre,China,Asia Oriental,Asia,Vía Aérea,Otros,China,Asia Oriental,Asia,Shanghai,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Personal de apoyo administrativo no clasificado bajo otros epigrafes,36
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,13
Entrada,Extranjero,2020,Enero,8,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,"Limpiadores y asistentes de oficinas, hoteles y otros establecimientos",54
Entrada,Extranjero,2020,Enero,8,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,"Oficiales, operarios y artesanos de artes mecanicas y de otros oficios no clasificados bajo otros epigrafes",54
Entrada,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,5
Entrada,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Otros,Estados Unidos de América,América del Septentrional,América,Houston Texas,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Jubilados y pensionistas,66
Entrada,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Menores de edad,13
Salida,Extranjero,2020,Enero,8,Mujer,República de Corea del Sur,Asia Oriental,Asia,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Asesores financieros y en inversiones,68
Salida,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Estudios,México,América Central,América,Mexicali,México,América Central,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes 10-VI,Arquitectos,32
Salida,Extranjero,2020,Enero,8,Hombre,China,Asia Oriental,Asia,Vía Aérea,Eventos,China,Asia Oriental,Asia,Guangzhou,China,Asia Oriental,Asia,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes 10-VI,Comerciantes de tiendas,65
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Amas de casa,39
Salida,Extranjero,2020,Enero,8,Mujer,China,Asia Oriental,Asia,Vía Aérea,Eventos,China,Asia Oriental,Asia,Shanghai,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-MAT,Sin especificar,48
Salida,Extranjero,2020,Enero,8,Hombre,Cuba,"América, El Caribe",América,Vía Aérea,Eventos,Cuba,"América, El Caribe",América,Holguin,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-MAT,Medicos generales,55
Entrada,Extranjero,2020,Enero,8,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Menores de edad,5
Entrada,Extranjero,2020,Enero,8,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Comerciantes de tiendas,83
Entrada,Extranjero,2020,Enero,8,Mujer,México,América Central,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Personal de apoyo administrativo no clasificado bajo otros epigrafes,48
Entrada,Extranjero,2020,Enero,8,Hombre,Nicaragua,América Central,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Independence Missouri,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante RT-AMP,Menores de edad,16
Entrada,Extranjero,2020,Enero,8,Hombre,Colombia,América del Sur,América,Vía Aérea,Eventos,Colombia,América del Sur,América,Cali,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Inmigrantes RP-CAF,Estudiantes,25
Salida,Extranjero,2020,Enero,8,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Disenadores y decoradores de interior,32
Entrada,Extranjero,2020,Enero,8,Mujer,Cuba,"América, El Caribe",América,Vía Aérea,Residencia,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Psicologos,52
Entrada,Extranjero,2020,Enero,8,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-CAF,Amas de casa,61
Entrada,Extranjero,2020,Enero,8,Mujer,Venezuela,América del Sur,América,Vía Aérea,Residencia,Venezuela,América del Sur,América,Caracas,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Inmigrantes RP-MDI,Menores de edad,6
