tip_movi,tip_naci,anio_movi,mes_movi,dia_movi,sex_migr,nac_migr,subcont_nac,cont_nac,via_tran,mot_viam,pais_prod,subcont_prod,cont_prod,lug_prod,pais_res,subcont_res,cont_res,jef_migr,pro_jefm,can_jefm,cla_migr,ocu_migr,edad,pais_esc
Entrada,Extranjero,2019,Enero,21,Hombre,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,España
Entrada,Extranjero,2019,Enero,21,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Panamá
Entrada,Extranjero,2019,Enero,21,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,España
Entrada,Extranjero,2019,Enero,21,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Washington D C,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Panamá
Salida,Extranjero,2019,Enero,21,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,España
Entrada,Extranjero,2019,Enero,21,Hombre,China,Asia Oriental,Asia,Vía Aérea,Eventos,China,Asia Oriental,Asia,Acheng,China,Asia Oriental,Asia,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Países Bajos
Salida,Ecuatoriano,2019,Enero,21,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Turquía,Asia Occidental,Asia,Istanbul,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Países Bajos
Entrada,Extranjero,2019,Enero,21,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,España,Europa Meridional,Europa,Barcelona,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Países Bajos
Entrada,Ecuatoriano,2019,Enero,21,Mujer,Ecuador,América del Sur,América,Vía Aérea,Eventos,Italia,Europa Meridional,Europa,Milán,Italia,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Países Bajos
Entrada,Ecuatoriano,2019,Enero,21,Mujer,Ecuador,América del Sur,América,Vía Aérea,Eventos,Italia,Europa Meridional,Europa,Milán,Italia,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Países Bajos
Entrada,Extranjero,2019,Enero,21,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,21,Hombre,Costa Rica,América Central,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Bogotá Dc,Costa Rica,América Central,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Colombia
Salida,Extranjero,2019,Enero,21,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,21,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,1,Estados Unidos de América
Entrada,Extranjero,2019,Enero,21,Hombre,Chile,América del Sur,América,Vía Aérea,Turismo,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Chile
Entrada,Extranjero,2019,Enero,21,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Zaragoza,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Ecuatoriano,2019,Enero,21,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Estados Unidos de América
Entrada,Ecuatoriano,2019,Enero,21,Mujer,Ecuador,América del Sur,América,Vía Aérea,Eventos,España,Europa Meridional,Europa,Barcelona,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Colombia
Entrada,Extranjero,2019,Enero,21,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,21,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Estados Unidos de América
Entrada,Extranjero,2019,Enero,22,Hombre,Canadá,América del Septentrional,América,Vía Aérea,Turismo,México,América Central,América,Mexico City,Canadá,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,México
Salida,Extranjero,2019,Enero,22,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Estados Unidos de América
Salida,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Estados Unidos de América
Salida,Extranjero,2019,Enero,22,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Colombia
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Colombia
Salida,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Panamá,América Central,América,Panamá City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Panamá
Salida,Extranjero,2019,Enero,22,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,El Salvador
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Otros,El Salvador,América Central,América,San Salvador,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,El Salvador
Salida,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Newark New Jersey,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Panamá
Salida,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Otros,México,América Central,América,Cancun,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Panamá
Salida,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Tampa Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Panamá
Entrada,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,22,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Estados Unidos de América
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,República Dominicana,"América, El Caribe",América,Santo Domingo,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Colombia
Salida,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,1,Estados Unidos de América
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,22,Mujer,Chile,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Sin Especificar,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Panamá
Salida,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Taiwán (República de China),Asia Oriental,Asia,Taipei,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Países Bajos
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Suecia,Europa Septentrional,Europa,Stockholm,Suecia,Europa Septentrional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Países Bajos
Salida,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Panamá
Salida,Extranjero,2019,Enero,22,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Washington D C,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,0,Panamá
Salida,Extranjero,2019,Enero,22,Hombre,Suiza,Europa Occidental,Europa,Vía Aérea,Residencia,Suiza,Europa Occidental,Europa,Geneva,Suiza,Europa Occidental,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Países Bajos
Salida,Extranjero,2019,Enero,22,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Brasil,América del Sur,América,Río De Janeiro,Brasil,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Perú
Entrada,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Estados Unidos de América
Salida,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,China,Asia Oriental,Asia,Hong Kong Sar,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Países Bajos
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Italia,Europa Meridional,Europa,Bologna,Italia,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Países Bajos
Salida,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Perú,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Perú
Salida,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Eventos,Turquía,Asia Occidental,Asia,Balikesir,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Países Bajos
Entrada,Extranjero,2019,Enero,22,Mujer,Italia,Europa Meridional,Europa,Vía Aérea,Turismo,Italia,Europa Meridional,Europa,Milán,Italia,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Países Bajos
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Perú
Entrada,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Buenos Aires,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Perú
Entrada,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,0,Perú
Entrada,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Canadá,América del Septentrional,América,Montreal,Canadá,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,22,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Tampa Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Panamá
Entrada,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Residencia,Cuba,"América, El Caribe",América,La Habana,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Panamá
Salida,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Estados Unidos de América
Entrada,Extranjero,2019,Enero,22,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Madrid,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,1,España
Salida,Extranjero,2019,Enero,22,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Boston Massachusetts,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,1,Estados Unidos de América
Salida,Ecuatoriano,2019,Enero,22,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Brasil,América del Sur,América,Río De Janeiro,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Brasil
Salida,Ecuatoriano,2019,Enero,22,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Miami Florida,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Estados Unidos de América
Entrada,Extranjero,2019,Enero,22,Hombre,España,Europa Meridional,Europa,Vía Aérea,Turismo,España,Europa Meridional,Europa,Madrid,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,Atlanta Georgia,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,0,Estados Unidos de América
Entrada,Extranjero,2019,Enero,22,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Los Ángeles California,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Sin Especificar,Menores de edad,1,Panamá
Entrada,Ecuatoriano,2019,Enero,23,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Houston Texas,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Estados Unidos de América
Salida,Extranjero,2019,Enero,23,Mujer,Colombia,América del Sur,América,Vía Aérea,Residencia,Colombia,América del Sur,América,Bogotá Dc,Colombia,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Colombia
Entrada,Ecuatoriano,2019,Enero,23,Hombre,Ecuador,América del Sur,América,Vía Aérea,Residencia,México,América Central,América,Mexico City,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Clase migratoria para ecuatorianos,Menores de edad,1,Panamá
Salida,Extranjero,2019,Enero,23,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Costa Rica,América Central,América,San Jose,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Colombia
Salida,Extranjero,2019,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Otros,Estados Unidos de América,América del Septentrional,América,Chicago Illinois,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,1,Panamá
Salida,Extranjero,2019,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,El Salvador
Salida,Extranjero,2019,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,Miami Florida,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Estados Unidos de América
Salida,Ecuatoriano,2019,Enero,23,Mujer,Ecuador,América del Sur,América,Vía Aérea,Turismo,Cuba,"América, El Caribe",América,Holguin,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Panamá
Salida,Ecuatoriano,2019,Enero,23,Hombre,Ecuador,América del Sur,América,Vía Aérea,Turismo,Curazao,"América, El Caribe",América,Willemstad,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Clase migratoria para ecuatorianos,Menores de edad,1,Panamá
Salida,Extranjero,2019,Enero,23,Hombre,Perú,América del Sur,América,Vía Aérea,Residencia,Perú,América del Sur,América,Lima,Perú,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Perú
Salida,Extranjero,2019,Enero,23,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Perú
Salida,Extranjero,2019,Enero,23,Hombre,España,Europa Meridional,Europa,Vía Aérea,Residencia,España,Europa Meridional,Europa,Alicante,España,Europa Meridional,Europa,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Colombia
Salida,Extranjero,2019,Enero,23,Mujer,España,Europa Meridional,Europa,Vía Aérea,Turismo,Colombia,América del Sur,América,Medellín,Reino Unido,Europa Septentrional,Europa,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,No inmigrante T-3,Menores de edad,1,Colombia
Salida,Extranjero,2019,Enero,23,Hombre,Chile,América del Sur,América,Vía Aérea,Residencia,Chile,América del Sur,América,Santiago,Chile,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Chile
Salida,Extranjero,2019,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,0,Panamá
Salida,Extranjero,2019,Enero,23,Mujer,Argentina,América del Sur,América,Vía Aérea,Residencia,Argentina,América del Sur,América,Buenos Aires,Argentina,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Chile
Salida,Extranjero,2019,Enero,23,Mujer,Venezuela,América del Sur,América,Vía Aérea,Residencia,Venezuela,América del Sur,América,Caracas,Ecuador,América del Sur,América,Aeropuerto Internacional Mariscal Sucre,Pichincha,Quito,Sin Especificar,Menores de edad,1,Venezuela
Salida,Extranjero,2019,Enero,23,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Estados Unidos de América
Salida,Extranjero,2019,Enero,23,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante RT-AMP,Menores de edad,1,Estados Unidos de América
Salida,Extranjero,2019,Enero,23,Mujer,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Residencia,Estados Unidos de América,América del Septentrional,América,New York New York,Estados Unidos de América,América del Septentrional,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,1,Estados Unidos de América
Salida,Extranjero,2019,Enero,23,Mujer,Venezuela,América del Sur,América,Vía Aérea,Residencia,Venezuela,América del Sur,América,Caracas,Venezuela,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,No inmigrante T-3,Menores de edad,1,Venezuela
Salida,Extranjero,2019,Enero,23,Hombre,Estados Unidos de América,América del Septentrional,América,Vía Aérea,Turismo,Estados Unidos de América,América del Septentrional,América,New York New York,Ecuador,América del Sur,América,Aeropuerto Internacional José Joaquín de Olmedo,Guayas,Guayaquil,Sin Especificar,Menores de edad,0,Estados Unidos de América
