tip_movi;tip_naci;anio_movi;mes_movi;dia_movi;sex_migr;nac_migr;subcont_nac;cont_nac;via_tran;mot_viam;pais_prod;subcont_prod;cont_prod;lug_prod;pais_res;subcont_res;cont_res;jef_migr;pro_jefm;can_jefm;cla_migr;ocu_migr;edad
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Comerciantes de tiendas;68
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía Aérea;Turismo;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Aeropuerto Internacional José Joaquín de Olmedo;Guayas;Guayaquil;Clase migratoria para ecuatorianos;Personal de apoyo administrativo no clasificado bajo otros epigrafes;26
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;41
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;41
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;63
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;39
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Comerciantes de tiendas;32
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;49
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;53
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;53
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;56
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;32
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;50
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;50
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;47
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;52
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;55
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;38
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;40
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;57
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;42
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;54
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Turismo;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;59
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Conductores de automoviles, taxis y camionetas;49
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Conductores de automoviles, taxis y camionetas;48
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;48
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;46
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;35
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;53
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;60
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;48
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;61
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;53
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;53
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;31
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;37
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;37
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;49
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;25
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Conductores de automoviles, taxis y camionetas;51
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;54
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Conductores de automoviles, taxis y camionetas;47
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;47
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;22
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;58
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Turismo;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;33
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;62
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;62
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;27
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;27
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;40
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;40
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;44
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;42
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Conductores de automoviles, taxis y camionetas;37
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;57
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;48
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;42
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;50
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;62
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Conductores de automoviles, taxis y camionetas;41
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;49
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;30
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;30
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;30
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Conductores de automoviles, taxis y camionetas;30
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;42
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;36
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;41
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;52
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;60
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;60
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;45
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Personal de apoyo administrativo no clasificado bajo otros epigrafes;43
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;37
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;40
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Conductores de automoviles, taxis y camionetas;54
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;41
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;34
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;34
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;59
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;49
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;43
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Otros;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;65
Salida;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Turismo;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;52
Entrada;Ecuatoriano;2021;Enero;23;Hombre;Ecuador;América del Sur;América;Vía terrestre;Residencia;Perú;América del Sur;América;Tumbes;Ecuador;América del Sur;América;Centro Binacional de Atención Fronteriza Huaquillas;El Oro;Huaquillas;Clase migratoria para ecuatorianos;Capitanes, oficiales de cubierta y practicos;50
